chunk_id,source,category,text,question,answer,keywords,wilaya,job_title
CHK_00101,faq,youth_programs,"Question: Le dispositif CPE est-il disponible pour un doctorat à Tindouf ? Answer: Oui, le CPE est disponible pour les titulaires d'un doctorat à Tindouf. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.",Le dispositif CPE est-il disponible pour un doctorat à Tindouf ?,"Oui, le CPE est disponible pour les titulaires d'un doctorat à Tindouf. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.","['Tindouf', 'speech therapist', 'technical troubleshooting hardware and software support customer service problem-solving communication', 'youth_programs']",Tindouf,speech therapist
CHK_00102,faq,youth_programs,"Question: Comment bénéficier de l'ANSEJ avec un projet dans le domaine event planner ? Answer: Pour créer une entreprise dans event planner via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.",Comment bénéficier de l'ANSEJ avec un projet dans le domaine event planner ?,"Pour créer une entreprise dans event planner via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.","['Annaba', 'event planner', 'product branding and marketing product lifecycle management cross-functional team collaboration product launch planning market segmentation and targeting', 'youth_programs']",Annaba,event planner
CHK_00103,faq,youth_programs,"Question: Quelle est la différence entre DAIP et CPE pour un diplômé DUT ? Answer: Pour un DUT: le DAIP est un contrat d'insertion généraliste (12 mois), le CPE cible les diplômés universitaires avec meilleure rémunération.",Quelle est la différence entre DAIP et CPE pour un diplômé DUT ?,"Pour un DUT: le DAIP est un contrat d'insertion généraliste (12 mois), le CPE cible les diplômés universitaires avec meilleure rémunération.","['Tindouf', 'veterinarian', 'pediatric speech therapy speech-language assessment individualized treatment plans child development communication skills', 'youth_programs']",Tindouf,veterinarian
CHK_00104,faq,youth_programs,"Question: Y a-t-il des programmes pour les jeunes de Blida sans expérience ? Answer: Oui: DAIP, ESIL (emploi de solidarité), et formations INFP gratuites à Blida.",Y a-t-il des programmes pour les jeunes de Blida sans expérience ?,"Oui: DAIP, ESIL (emploi de solidarité), et formations INFP gratuites à Blida.","['Blida', 'account executive', 'mechanical engineering cad software (e.g., solidworks, autocad) finite element analysis product development prototyping', 'youth_programs']",Blida,account executive
CHK_00105,faq,youth_programs,"Question: Le dispositif CPE est-il disponible pour un master à Constantine ? Answer: Oui, le CPE est disponible pour les titulaires d'un master à Constantine. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.",Le dispositif CPE est-il disponible pour un master à Constantine ?,"Oui, le CPE est disponible pour les titulaires d'un master à Constantine. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.","['Constantine', 'database administrator', 'html, css, javascript frontend frameworks (e.g., react, angular) user experience (ux)', 'youth_programs']",Constantine,database administrator
CHK_00106,faq,youth_programs,"Question: Comment bénéficier de l'ANSEJ avec un projet dans le domaine social media coordinator ? Answer: Pour créer une entreprise dans social media coordinator via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.",Comment bénéficier de l'ANSEJ avec un projet dans le domaine social media coordinator ?,"Pour créer une entreprise dans social media coordinator via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.","['Tindouf', 'social media coordinator', 'training program coordination training material development learning management systems', 'youth_programs']",Tindouf,social media coordinator
CHK_00107,faq,youth_programs,"Question: Le dispositif CPE est-il disponible pour un BTS à Skikda ? Answer: Oui, le CPE est disponible pour les titulaires d'un BTS à Skikda. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.",Le dispositif CPE est-il disponible pour un BTS à Skikda ?,"Oui, le CPE est disponible pour les titulaires d'un BTS à Skikda. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.","['Skikda', 'wedding planner', 'human resources recruitment employee onboarding hris (hr information systems) record keeping communication skills', 'youth_programs']",Skikda,wedding planner
CHK_00108,faq,youth_programs,"Question: Comment bénéficier de l'ANSEJ avec un projet dans le domaine business development manager ? Answer: Pour créer une entreprise dans business development manager via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.",Comment bénéficier de l'ANSEJ avec un projet dans le domaine business development manager ?,"Pour créer une entreprise dans business development manager via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.","['Béjaïa', 'business development manager', 'acute care nursing emergency medicine critical care diagnostic tests treatment planning', 'youth_programs']",Béjaïa,business development manager
CHK_00109,faq,youth_programs,"Question: Quelle est la différence entre DAIP et CPE pour un diplômé ingéniorat ? Answer: Pour un ingéniorat: le DAIP est un contrat d'insertion généraliste (12 mois), le CPE cible les diplômés universitaires avec meilleure rémunération.",Quelle est la différence entre DAIP et CPE pour un diplômé ingéniorat ?,"Pour un ingéniorat: le DAIP est un contrat d'insertion généraliste (12 mois), le CPE cible les diplômés universitaires avec meilleure rémunération.","['Tizi Ouzou', 'front-end engineer', 'quality assurance quality control process improvement audit procedures compliance standards root cause analysis', 'youth_programs']",Tizi Ouzou,front-end engineer
CHK_00110,faq,youth_programs,"Question: Y a-t-il des programmes pour les jeunes de Tamanrasset sans expérience ? Answer: Oui: DAIP, ESIL (emploi de solidarité), et formations INFP gratuites à Tamanrasset.",Y a-t-il des programmes pour les jeunes de Tamanrasset sans expérience ?,"Oui: DAIP, ESIL (emploi de solidarité), et formations INFP gratuites à Tamanrasset.","['Tamanrasset', 'research analyst', 'corporate law and regulations contract drafting and negotiation legal research and analysis risk management excellent communication and negotiation skills', 'youth_programs']",Tamanrasset,research analyst
CHK_00111,faq,youth_programs,"Question: Le dispositif CPE est-il disponible pour un master à Skikda ? Answer: Oui, le CPE est disponible pour les titulaires d'un master à Skikda. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.",Le dispositif CPE est-il disponible pour un master à Skikda ?,"Oui, le CPE est disponible pour les titulaires d'un master à Skikda. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.","['Skikda', 'veterinarian', 'search engine algorithms and ranking factors keyword research and analysis on-page and off-page seo optimization seo tools (e.g., google analytics, semrush) seo content strategy', 'youth_programs']",Skikda,veterinarian
CHK_00112,faq,youth_programs,"Question: Comment bénéficier de l'ANSEJ avec un projet dans le domaine nurse practitioner ? Answer: Pour créer une entreprise dans nurse practitioner via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.",Comment bénéficier de l'ANSEJ avec un projet dans le domaine nurse practitioner ?,"Pour créer une entreprise dans nurse practitioner via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.","['Batna', 'nurse practitioner', 'legal administrative tasks document management calendar and docketing transcription file organization communication with clients and courts knowledge of legal terminology attention to detail multitasking computer skills (e.g., ms office)', 'youth_programs']",Batna,nurse practitioner
CHK_00113,faq,youth_programs,"Question: Y a-t-il des programmes pour les jeunes de Tipaza sans expérience ? Answer: Oui: DAIP, ESIL (emploi de solidarité), et formations INFP gratuites à Tipaza.",Y a-t-il des programmes pour les jeunes de Tipaza sans expérience ?,"Oui: DAIP, ESIL (emploi de solidarité), et formations INFP gratuites à Tipaza.","['Tipaza', 'event planner', 'wedding planning vendor coordination event management', 'youth_programs']",Tipaza,event planner
CHK_00114,faq,youth_programs,"Question: Le dispositif CPE est-il disponible pour un DUT à Sétif ? Answer: Oui, le CPE est disponible pour les titulaires d'un DUT à Sétif. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.",Le dispositif CPE est-il disponible pour un DUT à Sétif ?,"Oui, le CPE est disponible pour les titulaires d'un DUT à Sétif. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.","['Sétif', 'technical writer', 'art history and knowledge art curation and exhibition planning collections management art market trends cultural awareness', 'youth_programs']",Sétif,technical writer
CHK_00115,faq,youth_programs,"Question: Comment bénéficier de l'ANSEJ avec un projet dans le domaine copywriter ? Answer: Pour créer une entreprise dans copywriter via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.",Comment bénéficier de l'ANSEJ avec un projet dans le domaine copywriter ?,"Pour créer une entreprise dans copywriter via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.","['Skikda', 'copywriter', 'email deliverability best practices spam filter testing list hygiene blacklist monitoring email authentication (e.g., spf, dkim) deliverability metrics analysis troubleshooting deliverability issues communication skills data analysis attention to detail', 'youth_programs']",Skikda,copywriter
CHK_00116,faq,youth_programs,"Question: Y a-t-il des programmes pour les jeunes de Skikda sans expérience ? Answer: Oui: DAIP, ESIL (emploi de solidarité), et formations INFP gratuites à Skikda.",Y a-t-il des programmes pour les jeunes de Skikda sans expérience ?,"Oui: DAIP, ESIL (emploi de solidarité), et formations INFP gratuites à Skikda.","['Skikda', 'environmental consultant', 'data analysis and visualization tools (e.g., tableau, power bi) sql and database querying business intelligence concepts data modeling and reporting strong analytical and problem-solving skills data-driven decision-making', 'youth_programs']",Skikda,environmental consultant
CHK_00117,faq,youth_programs,"Question: Le dispositif CPE est-il disponible pour un BTS à Laghouat ? Answer: Oui, le CPE est disponible pour les titulaires d'un BTS à Laghouat. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.",Le dispositif CPE est-il disponible pour un BTS à Laghouat ?,"Oui, le CPE est disponible pour les titulaires d'un BTS à Laghouat. Conditions: primo-demandeur, moins de 35 ans. L'État prend en charge 80%.","['Laghouat', 'copywriter', 'mobile app development languages (e.g., java, swift, kotlin) cross-platform development (e.g., react native, flutter) mobile app design principles apis and web services integration debugging and troubleshooting', 'youth_programs']",Laghouat,copywriter
CHK_00118,faq,youth_programs,"Question: Comment bénéficier de l'ANSEJ avec un projet dans le domaine front-end engineer ? Answer: Pour créer une entreprise dans front-end engineer via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.",Comment bénéficier de l'ANSEJ avec un projet dans le domaine front-end engineer ?,"Pour créer une entreprise dans front-end engineer via l'ANSEJ: préparez votre business plan, déposez votre dossier. Conditions: 18-35 ans, projet viable.","['Algiers', 'front-end engineer', 'construction management budgeting contract negotiation safety regulations', 'youth_programs']",Algiers,front-end engineer
CHK_00119,faq,youth_programs,"Question: Quelle est la différence entre DAIP et CPE pour un diplômé licence ? Answer: Pour un licence: le DAIP est un contrat d'insertion généraliste (12 mois), le CPE cible les diplômés universitaires avec meilleure rémunération.",Quelle est la différence entre DAIP et CPE pour un diplômé licence ?,"Pour un licence: le DAIP est un contrat d'insertion généraliste (12 mois), le CPE cible les diplômés universitaires avec meilleure rémunération.","['Adrar', 'event coordinator', 'demand forecasting inventory management data analysis sales and operations planning (s&op) erp software proficiency', 'youth_programs']",Adrar,event coordinator
CHK_00120,faq,discrimination,"Question: Que faire si je suis refusé à cause de ma wilaya d'origine (Ghardaïa) ? Answer: La discrimination basée sur la wilaya est illégale. Conservez les preuves, signalez à l'ANEM et déposez plainte à l'Inspection du Travail.",Que faire si je suis refusé à cause de ma wilaya d'origine (Ghardaïa) ?,"La discrimination basée sur la wilaya est illégale. Conservez les preuves, signalez à l'ANEM et déposez plainte à l'Inspection du Travail.","['Ghardaïa', 'electrical engineer', 'proficiency in one or more backend programming languages (e.g., java, python, node.js, ruby) api development database management (sql or nosql) server management and deployment security best practices knowledge of web frameworks (e.g., express, django)', 'discrimination']",Ghardaïa,electrical engineer
CHK_00121,faq,discrimination,"Question: Une entreprise peut-elle refuser une femme pour le poste de supply chain analyst ? Answer: Non, refuser une femme pour supply chain analyst en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.",Une entreprise peut-elle refuser une femme pour le poste de supply chain analyst ?,"Non, refuser une femme pour supply chain analyst en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.","['Adrar', 'supply chain analyst', 'international tax law knowledge transfer pricing cross-border tax planning tax treaties and agreements foreign tax credits international tax compliance transfer pricing documentation multinational tax strategies client relationship management communication skills tax software proficiency', 'discrimination']",Adrar,supply chain analyst
CHK_00122,faq,discrimination,"Question: Le recrutement IA peut-il discriminer selon le nom ou la wilaya ? Answer: C'est un risque réel. Si vous suspectez un biais algorithmique, demandez une révision humaine de votre dossier auprès de l'employeur.",Le recrutement IA peut-il discriminer selon le nom ou la wilaya ?,"C'est un risque réel. Si vous suspectez un biais algorithmique, demandez une révision humaine de votre dossier auprès de l'employeur.","['Tizi Ouzou', 'speech therapist', 'records management data entry and retrieval attention to detail', 'discrimination']",Tizi Ouzou,speech therapist
CHK_00123,faq,discrimination,"Question: Mon nom peut-il influencer négativement ma candidature pour customer support specialist ? Answer: Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en demand forecasting inventory management data analysis sales and operations planning (s&op) erp software proficiency.",Mon nom peut-il influencer négativement ma candidature pour customer support specialist ?,"Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en demand forecasting inventory management data analysis sales and operations planning (s&op) erp software proficiency.","['Tizi Ouzou', 'customer support specialist', 'demand forecasting inventory management data analysis sales and operations planning (s&op) erp software proficiency', 'discrimination']",Tizi Ouzou,customer support specialist
CHK_00124,faq,discrimination,"Question: Comment prouver une discrimination à l'embauche à Tindouf ? Answer: Pour prouver une discrimination à Tindouf: conservez les refus écrits, cherchez des témoins, déposez plainte à l'Inspection du Travail. Délai de prescription: 3 ans.",Comment prouver une discrimination à l'embauche à Tindouf ?,"Pour prouver une discrimination à Tindouf: conservez les refus écrits, cherchez des témoins, déposez plainte à l'Inspection du Travail. Délai de prescription: 3 ans.","['Tindouf', 'event manager', 'social science research methods qualitative and quantitative data analysis survey design and implementation ethnographic research interviewing skills research ethics statistical software (e.g., stata, nvivo) report writing communication skills critical thinking empathy', 'discrimination']",Tindouf,event manager
CHK_00125,faq,discrimination,"Question: Que faire si je suis refusé à cause de ma wilaya d'origine (Skikda) ? Answer: La discrimination basée sur la wilaya est illégale. Conservez les preuves, signalez à l'ANEM et déposez plainte à l'Inspection du Travail.",Que faire si je suis refusé à cause de ma wilaya d'origine (Skikda) ?,"La discrimination basée sur la wilaya est illégale. Conservez les preuves, signalez à l'ANEM et déposez plainte à l'Inspection du Travail.","['Skikda', 'process engineer', 'financial analysis data analysis financial modeling', 'discrimination']",Skikda,process engineer
CHK_00126,faq,discrimination,"Question: Une entreprise peut-elle refuser une femme pour le poste de sales consultant ? Answer: Non, refuser une femme pour sales consultant en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.",Une entreprise peut-elle refuser une femme pour le poste de sales consultant ?,"Non, refuser une femme pour sales consultant en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.","['Tipaza', 'sales consultant', 'procurement strategies supplier management negotiation cost analysis supply chain management', 'discrimination']",Tipaza,sales consultant
CHK_00127,faq,discrimination,"Question: Mon nom peut-il influencer négativement ma candidature pour business analyst ? Answer: Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en recruitment process candidate screening applicant tracking systems communication.",Mon nom peut-il influencer négativement ma candidature pour business analyst ?,"Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en recruitment process candidate screening applicant tracking systems communication.","['Tamanrasset', 'business analyst', 'recruitment process candidate screening applicant tracking systems communication', 'discrimination']",Tamanrasset,business analyst
CHK_00128,faq,discrimination,"Question: Comment prouver une discrimination à l'embauche à Ghardaïa ? Answer: Pour prouver une discrimination à Ghardaïa: conservez les refus écrits, cherchez des témoins, déposez plainte à l'Inspection du Travail. Délai de prescription: 3 ans.",Comment prouver une discrimination à l'embauche à Ghardaïa ?,"Pour prouver une discrimination à Ghardaïa: conservez les refus écrits, cherchez des témoins, déposez plainte à l'Inspection du Travail. Délai de prescription: 3 ans.","['Ghardaïa', 'data entry clerk', 'family law divorce proceedings child custody mediation legal counseling court representation', 'discrimination']",Ghardaïa,data entry clerk
CHK_00129,faq,discrimination,"Question: Que faire si je suis refusé à cause de ma wilaya d'origine (Sétif) ? Answer: La discrimination basée sur la wilaya est illégale. Conservez les preuves, signalez à l'ANEM et déposez plainte à l'Inspection du Travail.",Que faire si je suis refusé à cause de ma wilaya d'origine (Sétif) ?,"La discrimination basée sur la wilaya est illégale. Conservez les preuves, signalez à l'ANEM et déposez plainte à l'Inspection du Travail.","['Sétif', 'brand manager', 'financial reporting accounting software (e.g., quickbooks) auditing gaap knowledge', 'discrimination']",Sétif,brand manager
CHK_00130,faq,discrimination,"Question: Une entreprise peut-elle refuser une femme pour le poste de legal counsel ? Answer: Non, refuser une femme pour legal counsel en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.",Une entreprise peut-elle refuser une femme pour le poste de legal counsel ?,"Non, refuser une femme pour legal counsel en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.","['Relizane', 'legal counsel', 'supply chain analysis data analytics inventory management transportation planning problem-solving', 'discrimination']",Relizane,legal counsel
CHK_00131,faq,discrimination,"Question: Mon nom peut-il influencer négativement ma candidature pour software architect ? Answer: Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en nursing care patient assessment medical knowledge.",Mon nom peut-il influencer négativement ma candidature pour software architect ?,"Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en nursing care patient assessment medical knowledge.","['Laghouat', 'software architect', 'nursing care patient assessment medical knowledge', 'discrimination']",Laghouat,software architect
CHK_00132,faq,discrimination,"Question: Comment prouver une discrimination à l'embauche à Laghouat ? Answer: Pour prouver une discrimination à Laghouat: conservez les refus écrits, cherchez des témoins, déposez plainte à l'Inspection du Travail. Délai de prescription: 3 ans.",Comment prouver une discrimination à l'embauche à Laghouat ?,"Pour prouver une discrimination à Laghouat: conservez les refus écrits, cherchez des témoins, déposez plainte à l'Inspection du Travail. Délai de prescription: 3 ans.","['Laghouat', 'tax consultant', 'art education curriculum program development teacher training communication skills artistic expertise', 'discrimination']",Laghouat,tax consultant
CHK_00133,faq,discrimination,"Question: Que faire si je suis refusé à cause de ma wilaya d'origine (Adrar) ? Answer: La discrimination basée sur la wilaya est illégale. Conservez les preuves, signalez à l'ANEM et déposez plainte à l'Inspection du Travail.",Que faire si je suis refusé à cause de ma wilaya d'origine (Adrar) ?,"La discrimination basée sur la wilaya est illégale. Conservez les preuves, signalez à l'ANEM et déposez plainte à l'Inspection du Travail.","['Adrar', 'back-end developer', 'international tax law knowledge transfer pricing cross-border tax planning tax treaties and agreements foreign tax credits international tax compliance transfer pricing documentation multinational tax strategies client relationship management communication skills tax software proficiency', 'discrimination']",Adrar,back-end developer
CHK_00134,faq,discrimination,"Question: Une entreprise peut-elle refuser une femme pour le poste de content writer ? Answer: Non, refuser une femme pour content writer en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.",Une entreprise peut-elle refuser une femme pour le poste de content writer ?,"Non, refuser une femme pour content writer en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.","['Algiers', 'content writer', 'supply chain logistics inventory management communication skills problem-solving vendor coordination', 'discrimination']",Algiers,content writer
CHK_00135,faq,discrimination,"Question: Mon nom peut-il influencer négativement ma candidature pour social media manager ? Answer: Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en financial reporting accounting software (e.g., quickbooks) auditing gaap knowledge.",Mon nom peut-il influencer négativement ma candidature pour social media manager ?,"Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en financial reporting accounting software (e.g., quickbooks) auditing gaap knowledge.","['Blida', 'social media manager', 'financial reporting accounting software (e.g., quickbooks) auditing gaap knowledge', 'discrimination']",Blida,social media manager
CHK_00136,faq,discrimination,"Question: Comment prouver une discrimination à l'embauche à Tipaza ? Answer: Pour prouver une discrimination à Tipaza: conservez les refus écrits, cherchez des témoins, déposez plainte à l'Inspection du Travail. Délai de prescription: 3 ans.",Comment prouver une discrimination à l'embauche à Tipaza ?,"Pour prouver une discrimination à Tipaza: conservez les refus écrits, cherchez des témoins, déposez plainte à l'Inspection du Travail. Délai de prescription: 3 ans.","['Tipaza', 'social media coordinator', 'agile methodologies scrum or kanban team collaboration agile tools (e.g., jira)', 'discrimination']",Tipaza,social media coordinator
CHK_00137,faq,discrimination,"Question: Une entreprise peut-elle refuser une femme pour le poste de qa analyst ? Answer: Non, refuser une femme pour qa analyst en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.",Une entreprise peut-elle refuser une femme pour le poste de qa analyst ?,"Non, refuser une femme pour qa analyst en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.","['Béjaïa', 'qa analyst', 'creative writing copywriting advertising copy content creation brand storytelling marketing campaigns proofreading and editing', 'discrimination']",Béjaïa,qa analyst
CHK_00138,faq,discrimination,"Question: Mon nom peut-il influencer négativement ma candidature pour copywriter ? Answer: Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en procurement strategies supplier management negotiation cost analysis supply chain management.",Mon nom peut-il influencer négativement ma candidature pour copywriter ?,"Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en procurement strategies supplier management negotiation cost analysis supply chain management.","['Blida', 'copywriter', 'procurement strategies supplier management negotiation cost analysis supply chain management', 'discrimination']",Blida,copywriter
CHK_00139,faq,discrimination,"Question: Comment prouver une discrimination à l'embauche à Relizane ? Answer: Pour prouver une discrimination à Relizane: conservez les refus écrits, cherchez des témoins, déposez plainte à l'Inspection du Travail. Délai de prescription: 3 ans.",Comment prouver une discrimination à l'embauche à Relizane ?,"Pour prouver une discrimination à Relizane: conservez les refus écrits, cherchez des témoins, déposez plainte à l'Inspection du Travail. Délai de prescription: 3 ans.","['Relizane', 'event planner', 'demand forecasting inventory management data analysis sales and operations planning (s&op) erp software proficiency', 'discrimination']",Relizane,event planner
CHK_00140,faq,discrimination,"Question: Une entreprise peut-elle refuser une femme pour le poste de ux/ui designer ? Answer: Non, refuser une femme pour ux/ui designer en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.",Une entreprise peut-elle refuser une femme pour le poste de ux/ui designer ?,"Non, refuser une femme pour ux/ui designer en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.","['Algiers', 'ux/ui designer', 'email deliverability best practices spam filter testing list hygiene blacklist monitoring email authentication (e.g., spf, dkim) deliverability metrics analysis troubleshooting deliverability issues communication skills data analysis attention to detail', 'discrimination']",Algiers,ux/ui designer
CHK_00141,faq,discrimination,"Question: Mon nom peut-il influencer négativement ma candidature pour litigation attorney ? Answer: Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en financial reporting accounting software (e.g., quickbooks) auditing gaap knowledge.",Mon nom peut-il influencer négativement ma candidature pour litigation attorney ?,"Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en financial reporting accounting software (e.g., quickbooks) auditing gaap knowledge.","['Ghardaïa', 'litigation attorney', 'financial reporting accounting software (e.g., quickbooks) auditing gaap knowledge', 'discrimination']",Ghardaïa,litigation attorney
CHK_00142,faq,discrimination,"Question: Comment prouver une discrimination à l'embauche à Adrar ? Answer: Pour prouver une discrimination à Adrar: conservez les refus écrits, cherchez des témoins, déposez plainte à l'Inspection du Travail. Délai de prescription: 3 ans.",Comment prouver une discrimination à l'embauche à Adrar ?,"Pour prouver une discrimination à Adrar: conservez les refus écrits, cherchez des témoins, déposez plainte à l'Inspection du Travail. Délai de prescription: 3 ans.","['Adrar', 'hr generalist', 'procurement processes vendor assessment contract negotiation purchase order management spend analysis market research supplier relationship management data analysis problem-solving attention to detail communication skills financial acumen', 'discrimination']",Adrar,hr generalist
CHK_00143,faq,discrimination,"Question: Que faire si je suis refusé à cause de ma wilaya d'origine (Annaba) ? Answer: La discrimination basée sur la wilaya est illégale. Conservez les preuves, signalez à l'ANEM et déposez plainte à l'Inspection du Travail.",Que faire si je suis refusé à cause de ma wilaya d'origine (Annaba) ?,"La discrimination basée sur la wilaya est illégale. Conservez les preuves, signalez à l'ANEM et déposez plainte à l'Inspection du Travail.","['Annaba', 'structural engineer', 'wedding planning vendor coordination event management', 'discrimination']",Annaba,structural engineer
CHK_00144,faq,discrimination,"Question: Une entreprise peut-elle refuser une femme pour le poste de landscape architect ? Answer: Non, refuser une femme pour landscape architect en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.",Une entreprise peut-elle refuser une femme pour le poste de landscape architect ?,"Non, refuser une femme pour landscape architect en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.","['Tamanrasset', 'landscape architect', 'content strategy content planning seo optimization content marketing analytics', 'discrimination']",Tamanrasset,landscape architect
CHK_00145,faq,discrimination,"Question: Mon nom peut-il influencer négativement ma candidature pour it support specialist ? Answer: Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en training program coordination training material development learning management systems.",Mon nom peut-il influencer négativement ma candidature pour it support specialist ?,"Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en training program coordination training material development learning management systems.","['Sétif', 'it support specialist', 'training program coordination training material development learning management systems', 'discrimination']",Sétif,it support specialist
CHK_00146,faq,discrimination,"Question: Que faire si je suis refusé à cause de ma wilaya d'origine (Tipaza) ? Answer: La discrimination basée sur la wilaya est illégale. Conservez les preuves, signalez à l'ANEM et déposez plainte à l'Inspection du Travail.",Que faire si je suis refusé à cause de ma wilaya d'origine (Tipaza) ?,"La discrimination basée sur la wilaya est illégale. Conservez les preuves, signalez à l'ANEM et déposez plainte à l'Inspection du Travail.","['Tipaza', 'front-end engineer', 'inventory management stock control demand forecasting inventory tracking systems supply chain coordination problem-solving skills', 'discrimination']",Tipaza,front-end engineer
CHK_00147,faq,discrimination,"Question: Une entreprise peut-elle refuser une femme pour le poste de financial planner ? Answer: Non, refuser une femme pour financial planner en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.",Une entreprise peut-elle refuser une femme pour le poste de financial planner ?,"Non, refuser une femme pour financial planner en raison de son genre est illégal. Signalez à l'ANEM et à l'Inspection du Travail. Conservez tout échange écrit.","['Chlef', 'financial planner', 'construction management budgeting contract negotiation safety regulations', 'discrimination']",Chlef,financial planner
CHK_00148,faq,discrimination,"Question: Mon nom peut-il influencer négativement ma candidature pour event manager ? Answer: Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en family law divorce proceedings child custody mediation legal counseling court representation.",Mon nom peut-il influencer négativement ma candidature pour event manager ?,"Légalement non, mais des biais existent en pratique. Concentrez-vous sur vos compétences en family law divorce proceedings child custody mediation legal counseling court representation.","['Tamanrasset', 'event manager', 'family law divorce proceedings child custody mediation legal counseling court representation', 'discrimination']",Tamanrasset,event manager
CHK_00149,faq,discrimination,"Question: Que faire si je suis refusé à cause de ma wilaya d'origine (Tindouf) ? Answer: La discrimination basée sur la wilaya est illégale. Conservez les preuves, signalez à l'ANEM et déposez plainte à l'Inspection du Travail.",Que faire si je suis refusé à cause de ma wilaya d'origine (Tindouf) ?,"La discrimination basée sur la wilaya est illégale. Conservez les preuves, signalez à l'ANEM et déposez plainte à l'Inspection du Travail.","['Tindouf', 'ux researcher', 'electrical engineering circuit design electronics autocad proficiency problem-solving', 'discrimination']",Tindouf,ux researcher
